nBase,VE2_A,nHetero,nF,ATSC7are,AATSC0d,GATS1dv,GATS1s,BCUTs-1h,nBondsT,C3SP3,Xc-5d,NaasC,NssssC,NaaN,IC2,PEOE_VSA3,nHRing,nARing,nFAHRing,JGI2,MAXaaCH
0,0.1032305645036768,20,0,-3.425697620464005,0.5750545310331151,0.5058172393311614,0.663127377185771,7.0170583941570746,0,2,1.0858611989461655,1,0,0,5.008492859750298,4.794537184071822,0,0,0,0.0888888888888889,1.7349510125592085
0,0.1285995427433789,12,4,-2.173569348522616,0.768244927020292,0.5304118222631519,0.6384100968930134,8.007945156345997,0,0,1.1028756812941491,6,1,0,4.769266958201432,12.808212032003755,1,0,0,0.0957854406130268,1.5920486114707786
1,0.0923728704012519,22,0,-10.759605396449697,0.5884023668639053,0.5252889354710781,0.7111900737285206,7.018181080829359,0,3,1.2126701469898158,1,0,0,5.087349933243684,4.794537184071822,0,0,0,0.0956072351421189,1.7244541116889989
3,0.1592758415725987,8,2,2.4795362948960284,0.8983931947069945,0.3726029808238465,0.6218663404348781,8.004597194508449,0,1,2.268053591185461,4,3,2,4.805745651521058,23.74119186987973,2,2,0,0.126984126984127,1.5939980158730158
3,0.1521807678104313,5,0,-0.3700940407535618,0.6597462514417533,0.5275038205964392,0.7034405747996829,7.008270484311002,0,2,0.8392067659901887,4,1,0,4.207149735045994,4.992404732635669,1,2,0,0.0959595959595959,2.0774880322499367
1,0.1239499019408804,10,1,-2.7452508680555487,0.6597222222222222,0.6283216012835579,0.7608218793985726,8.00192367709589,0,1,0.8190355937288492,6,1,0,5.030493056757483,12.808212032003755,0,0,0,0.0857699805068226,1.9309966862425323
2,0.1674307988029459,6,0,-0.0908768595041324,0.6404958677685951,0.5337371039056742,0.7877844413117445,7.008270914695745,0,1,0.3941440590783926,4,1,1,4.7544418457133455,0.0,2,1,0,0.0900900900900901,1.949646164021164
1,0.1364230976214513,9,2,-3.0720630208333253,0.6016589506172839,0.5451668817997418,0.5931433123722585,8.00296796546724,0,1,0.5426090282805252,4,0,0,5.07243125132212,8.78083009534964,2,2,0,0.0674603174603174,1.9787450106062048
3,0.1344856732059958,10,0,-0.3061510204081632,0.6613910870470638,0.5927836873721992,0.9091054602514232,7.008272312936888,0,0,0.5427026701462145,9,0,1,4.8592088235304365,4.992404732635669,1,0,0,0.0888888888888889,1.843394561363884
2,0.1261917734359872,12,3,4.689831999999994,0.9424,0.4836839012052422,0.6529021330355266,8.005254396283362,0,2,1.4677523103333907,5,3,1,4.95656563024272,26.57302064830061,2,2,0,0.1131313131313131,1.4769712266813777
2,0.1328524051168681,10,2,2.2767300162249846,0.7560843699296919,0.4493129576563216,0.5759483697170621,8.002935773643634,1,2,0.6322764953573226,6,1,1,5.100683359353262,18.75721334893252,2,2,1,0.0950617283950617,1.4403064880000906
0,0.1376838445893779,4,0,-2.0086461224489587,0.5610204081632654,0.5709497587173102,0.7483117075842006,7.008272316194493,0,3,0.5977586984928981,5,0,1,4.725871146123146,4.9839785209472085,1,1,0,0.08,2.181681360277868
1,0.0999676386287682,10,0,3.630240289256208,0.5635330578512397,0.5558547712583956,0.6544785138135524,7.010459737145983,0,1,0.6887209303649461,2,0,0,5.166833823616225,5.480096598121202,1,2,0,0.0774134790528233,1.957348881033599
2,0.1595626749348921,7,3,-2.1784179584120964,0.7244801512287335,0.4425576032505993,0.5666998347551538,8.003999865096798,0,2,0.678503857143611,6,1,0,4.658900271039244,18.163649875660127,2,2,1,0.1037037037037037,1.849360376075744
2,0.1011851755008579,14,2,6.409777334099388,0.8250502729100834,0.4548950781546857,0.6795814354055862,8.002966849346947,0,2,1.5968895439752655,7,2,4,5.301886057726411,27.166584121573,3,2,1,0.0992714025500911,1.4487415481390256
2,0.1204360261441726,13,4,7.240126371732272,0.731973570812985,0.3943243411841358,0.5961206399405121,8.007940118926474,0,1,0.9776405273866142,6,2,2,5.051803218706692,19.350776822204907,2,1,0,0.0888888888888889,1.6646033777189655
2,0.1167160473225188,9,1,0.9936879818594242,0.6258503401360547,0.4914554378731382,0.7309258560303296,8.0019207332224,0,1,0.5968976856572521,10,1,1,4.984750955039903,14.366798301257695,3,2,1,0.0716845878136201,2.0021542346311327
2,0.1430868022732176,11,3,-0.8138684711481243,0.8542534205829865,0.4154179462034579,0.6355423289110379,8.005247280112508,0,1,1.4813470359014342,6,2,1,4.851335236272634,14.3667983012577,2,1,0,0.1207729468599034,1.3216512558242357
2,0.2039476347234763,6,2,-3.292958677685948,0.6960514233241505,0.4667944757183154,0.5831104568436682,8.002957117659152,0,2,0.4527826198987229,3,1,0,4.415458134444409,13.773234827985306,2,2,1,0.1003584229390681,1.3553023431594855
1,0.1019736841475285,18,0,-4.570291174603175,0.6209523809523808,0.5263923764443288,0.7264858722167917,7.013764623682143,0,2,1.0249168366334171,7,0,1,5.328065755555317,4.794537184071822,1,0,0,0.0856760374832664,1.7908879318956912
2,0.1231709575833157,12,5,-0.8026676748582171,0.7660680529300571,0.4491880476236039,0.6246148761401284,8.007494965801524,0,2,0.8041292786532587,5,1,1,5.097265424004037,23.147628396607328,2,2,1,0.0891203703703704,1.1815060097730552
2,0.1392472038435349,7,1,0.5086756852972577,0.8216447134211462,0.5905009209987719,0.7231133618059886,8.001920793732449,0,2,2.153733434702646,4,2,0,4.194743455201286,12.808212032003755,1,1,0,0.1153846153846154,2.045831758304025
1,0.1299314439044906,10,0,-0.1678211449676812,0.5952600800246229,0.5040337630271884,1.0103514926660553,4.005297303551455,0,0,0.4948079526259055,6,0,3,4.781729541166607,4.9839785209472085,3,1,0,0.065359477124183,1.9949194150904024
3,0.1175788722501864,12,0,0.5160145957193798,0.6340665873959572,0.4481783059808577,0.6782869170052871,7.0093623589795175,0,0,0.4629872329001812,9,0,1,5.172214831147961,4.992404732635669,1,0,0,0.0827886710239651,1.7688610136719312
2,0.1199635934986529,9,2,5.700629623724482,0.8032525510204079,0.4496310466671806,0.5625454079611436,8.002963022903721,0,3,0.9987819065519888,5,2,1,5.003434386188785,8.78083009534964,3,3,1,0.1111111111111111,1.5807656823017269
1,0.1374640661521263,6,0,0.658479637281912,0.582415059687787,0.7291705472562678,0.8418798161424111,7.0142093655184325,0,2,0.3591167563965419,4,0,0,4.884858891889047,8.417796984328938,1,1,0,0.0676328502415459,2.139539983920673
2,0.1327482962271536,13,2,-4.0484642445213375,0.7089580930411378,0.4439018052952576,0.6485356908795817,8.004642452500653,0,2,0.5724899174227976,5,1,3,5.289880734043517,19.944340295477293,4,2,1,0.0844444444444444,1.7098957962431989
0,0.1377295879761816,5,0,0.3389315500685851,0.6231138545953361,0.5358344639522854,0.6989380256219,7.00828102964198,0,3,0.4915816237971963,6,0,1,4.629072918469556,4.9839785209472085,1,2,0,0.0886243386243386,2.182670409213068
2,0.1279199267625322,11,3,-0.4034778355387511,0.7788279773156903,0.4902218152824235,0.663417199123785,8.005285191842397,0,2,0.8505445750644156,6,1,1,5.17573586910049,23.147628396607328,2,2,1,0.0957446808510638,1.3731176878209708
1,0.1153534533491668,10,2,0.9247297777777768,0.583822222222222,0.5708020091699898,0.5977149194389123,8.003011997855163,0,0,0.6868867239266071,6,0,0,4.91509435698947,13.57536727942146,1,1,0,0.0753295668549906,2.066924647027524
1,0.1144875057012104,9,5,2.0414494649227035,0.7482164090368609,0.4348010064043916,0.6176853079587957,8.008554596137769,0,1,0.9176908144772008,5,2,0,5.010373073425327,8.78083009534964,0,1,0,0.0884353741496598,1.7086900189623857
2,0.1384682311673616,12,3,-1.0397999405116,0.8399762046400951,0.3765636589558368,0.6356592043442145,8.00524918332234,1,1,1.4813470359014351,6,2,2,4.979264809390597,19.350776822204907,3,1,0,0.1182033096926714,1.2302554382379418
2,0.1459008045747452,12,4,7.604109039256196,0.8574380165289258,0.4008557940825308,0.6330035862632004,8.007930772620929,0,1,0.9805802090874544,6,2,1,4.970573095811685,14.366798301257695,2,1,0,0.0997732426303855,1.60001604660388
0,0.1542476756472569,5,0,0.8979771842462652,0.6428248076052511,0.5211216085271321,0.7219799777530591,7.008280431861542,0,2,0.4915816237971963,6,0,1,4.532480340671092,4.9839785209472085,1,1,0,0.0826210826210826,2.2121471088435376
0,0.149627571692288,6,0,-0.5543698960302457,0.580812854442344,0.5592475699383591,0.7357436586142678,7.008270727123238,0,0,0.2475252785940228,3,0,1,4.6211755429194685,4.9839785209472085,1,0,0,0.066066066066066,1.9887769834995872
2,0.1101477340559558,9,2,6.152939891581631,0.7496811224489797,0.4981246444823663,0.5808050035767671,8.002963891966242,0,3,0.8838281224044185,6,2,1,4.850863443319442,8.78083009534964,2,2,1,0.0972222222222222,1.862092118518115
0,0.1269662989062334,10,0,-0.9917226552002124,0.7272238645525398,0.5431940908520086,0.8995773686508739,7.009384420734526,0,0,0.8243552666580243,12,0,0,4.283139084054395,0.0,2,0,0,0.0772946859903382,1.550163872098361
2,0.1733460561671197,7,0,1.0623457939508507,0.6899810964083177,0.5647878178625935,1.1580016724849655,4.0053157771220365,0,1,0.4961149110451051,4,1,1,4.759186750432446,0.0,2,1,0,0.082687338501292,2.074236111111111
1,0.1109887361941,9,0,-1.8753349687908272,0.5362171577877778,0.5790228488089452,0.7091379063748728,7.010472021014103,0,0,0.5948190167920578,6,0,0,4.982884310604338,4.794537184071822,0,0,0,0.0727969348659004,1.9460238416856623
1,0.1141411664431583,6,0,-2.587174121900824,0.5453254132231404,0.6795015689114169,0.7198856475864132,7.009364613349713,0,4,0.7508306395915204,3,1,0,4.810196573783792,0.0,0,1,0,0.0833333333333333,2.2055498237112543
0,0.1485780882085555,8,0,-2.6484498269896166,0.6858900422914264,0.5152191482323896,0.7842435785357145,7.0104603011593305,0,0,0.6265509370849648,9,0,0,4.191074851351208,0.0,0,0,0,0.0756501182033097,1.6379538329681935
2,0.1478547734283287,11,3,-2.4286124925639494,0.7566924449732303,0.506355610186386,0.619167338538942,8.005283143920053,0,1,0.8109738607199475,6,1,1,4.967308102179059,18.155223663971668,2,1,0,0.101010101010101,1.474412453661191
0,0.1589403477524912,5,0,-0.0289249999999999,0.5775,0.6351403012462727,0.8333580513304996,7.00936400677897,0,0,0.1178511301977579,5,0,0,3.645095649545759,0.0,0,0,0,0.0808080808080808,1.644337977045894
0,0.1182675496464032,6,0,-4.967053214024811,0.5465668371073777,0.493703177815689,0.5947612467362333,7.009361097258528,0,0,0.7681768175467704,6,1,0,4.644405561194829,0.0,1,1,1,0.0888888888888889,2.1011059339885376
0,0.1045672218301461,13,0,-2.33661074380165,0.5818856468207118,0.57590295583722,0.6285078481553963,7.010461407222083,0,0,0.7318816741802923,8,0,3,4.927327413998031,5.09868180830104,2,1,0,0.0679012345679012,1.9429687141631788
0,0.2881212063305528,2,0,0.0933506925207766,0.5318559556786704,0.5925,1.3157208588957054,4.005279630484752,0,0,0.0833333333333333,1,0,1,3.11583409216322,4.9839785209472085,1,0,0,0.0694444444444444,2.015648148148148
2,0.144138145778024,13,3,2.781215868388167,0.8071636817992502,0.3990348660331442,0.6233940654596665,8.007391827645156,0,2,0.8779307855836026,4,2,2,5.160328976635814,9.976383253582878,4,2,1,0.0915032679738562,1.5775467687074831
0,0.096510189286907,6,0,-1.4429319731404966,0.5723140495867769,0.5873726510624216,0.8724436704735121,3.0355826423801653,0,2,0.5272628441723607,8,0,2,4.694393976223068,0.0,2,3,2,0.05320813771518,2.1653273451848145
2,0.1233986482019956,12,3,2.059266666666667,0.8433159722222223,0.4867334574076393,0.6697409985221356,8.005290047369831,0,2,1.237141980545478,5,1,1,5.077368167875316,31.56542538093628,2,2,1,0.1033333333333333,1.21416707053702
2,0.1393829476196119,13,5,4.7571027199999945,0.7716000000000001,0.4098086444533655,0.6356713198691958,8.008544268532194,0,1,0.8292054940101439,5,2,3,5.1736606896881865,28.725170390826936,3,1,0,0.0864197530864198,1.5982284809926612
2,0.1297791028548589,10,1,3.8839092559629713,0.8522605909576357,0.5059273455712527,0.6713870708148022,8.00192192644386,0,2,1.5423512698655082,6,2,1,4.953966680815014,17.792190552950963,2,2,0,0.1196581196581197,1.6123623831439626
4,0.1805636438480965,4,0,-0.2761200000000061,0.61,0.5620305153747771,1.138273763252011,4.005314111861168,0,1,0.6117736274887168,2,1,0,3.753701696057348,4.992404732635669,2,2,1,0.0864197530864197,2.101592970521542
3,0.1360026662588285,11,4,-0.1388518786781295,0.7931190583974649,0.3815294117647059,0.6322577447335808,8.007933844496785,0,1,0.9400687185772784,6,2,2,4.849030139789763,19.350776822204907,2,1,0,0.0964360587002096,1.5287103799279125
2,0.1461195411868068,8,2,1.688375694444443,0.7482638888888891,0.3936467984464165,0.5912917996510263,8.002961435350576,0,2,0.4267766952966369,5,2,1,4.577368167875319,18.75721334893252,2,2,0,0.0839506172839506,1.5468476001511715
2,0.1331178917115248,12,3,5.284067471886711,0.9087880049979172,0.4653835458847973,0.6686236926781777,8.003967556408956,0,1,2.2374726533791622,6,2,2,4.930836884843232,26.57302064830061,3,1,0,0.1190476190476191,1.3904282814296411
0,0.1684820461046971,7,3,-2.5197006790402874,0.692621095518334,0.447547639938164,0.6382789822670355,8.00738756885197,0,1,0.7357621320468403,6,1,1,4.4530050748517365,4.9839785209472085,1,0,0,0.0899470899470899,1.9290216364323507
0,0.1126219900008762,9,0,-4.87908921469008,0.5623457686166351,0.5578843535524743,0.6784543718336273,7.010455913487588,0,3,0.6035533905932737,4,0,0,4.903796853775182,0.0,1,1,1,0.0818713450292397,1.8937585405531
2,0.1024167412378286,11,2,1.8971632894383248,0.7256113947863477,0.4556634604510356,0.6185197703697887,8.002962835262077,0,3,0.6244637527631023,7,2,3,5.342634010006702,18.74878713724405,3,2,1,0.0955165692007797,1.7442133227198529
1,0.12394990194088,9,1,0.4948287983929954,0.6508400292184077,0.6139042250727322,0.7142497220533619,8.001923313240018,0,1,0.8190355937288492,6,1,0,5.009534615365827,12.808212032003755,0,0,0,0.0857699805068226,2.0273685683287
1,0.2013595067763813,3,0,-0.0960055401662022,0.6011080332409972,0.7324073473325512,0.9687125639773068,6.002806148373121,0,1,0.3583049857101765,5,0,0,4.217368054003319,0.0,1,1,1,0.0788530465949821,2.161079931972789
2,0.1068957899297718,9,2,4.4610685837140585,0.7578607901101857,0.4598435922790105,0.5338581642664305,8.002965765809058,1,3,1.0011821466097404,7,2,1,4.947554248201622,8.78083009534964,3,3,2,0.0970017636684303,2.0273174758701047
3,0.1544037826295259,6,0,-0.3414339025406078,0.5589337775926697,0.5747489898785152,0.8343024158317478,7.0082716616575365,0,0,0.2471938745990654,5,0,0,4.317495092904244,0.0,1,0,0,0.0683760683760684,1.9967047202770507
2,0.1445469082411452,10,0,0.7430867674858221,0.6710775047258978,0.4923622332952201,0.6456090437601372,7.008272774216211,1,2,0.4978909578906802,4,1,2,5.2028035320969375,14.960361774530089,4,2,1,0.0888888888888889,1.7858972663139332
1,0.1155427542722251,11,2,0.0924888468809127,0.6696072253728211,0.6022726870108381,0.6703452762133866,8.004647587632471,0,0,0.9204313488265112,4,0,0,5.189308196412652,17.19862707967857,2,1,1,0.0842911877394636,1.9317186684187744
1,0.105236806874519,9,0,5.47101051919959,0.5707138994050838,0.5565739050277603,0.6628764418080014,7.010459825662116,0,1,0.5957361200112272,2,0,0,5.147040702744602,4.794537184071822,1,2,0,0.075,1.9560642935071284
2,0.1362118279543389,13,7,11.519878239999995,0.8724000000000001,0.3572099321906569,0.6369362046441464,8.01035352938506,0,1,1.2218458352862385,7,2,1,5.103465189601648,22.554064923334952,2,1,0,0.102880658436214,1.0427458134077212
0,0.1213082165300126,12,0,-1.461185667324114,0.5299145299145298,0.5078230897727981,0.6316889000464934,7.008274511169457,0,0,0.25,7,0,4,4.642058507741941,4.9839785209472085,4,2,0,0.0486111111111111,2.0714111451706843
2,0.13549161936379,11,2,-0.456042060491492,0.7471644612476368,0.4599660584842338,0.6261949411791872,8.002902885876738,0,2,0.9734572644707192,5,2,2,5.055958151615124,23.74119186987973,3,2,1,0.1111111111111111,1.3657669595616024
2,0.135954051650726,12,2,4.964575135360263,0.865472719700125,0.4653728499072264,0.6981662459624235,8.002907164285562,0,1,2.1355018014124503,5,2,2,4.981657803122274,27.166584121573,2,1,0,0.1244444444444445,1.2784860402494331
2,0.1415225921790638,12,4,7.200835243055551,0.8224826388888891,0.3905623714089767,0.6398327151494082,8.007931780122053,0,1,0.9805802090874544,6,2,1,5.03778203183594,14.366798301257695,2,1,0,0.0977777777777778,1.5166827132705467
1,0.1252769796745806,7,0,-1.090658823529389,0.5069204152249137,0.5398668664831144,0.6055995529299057,7.009364589892972,1,0,0.3717850238834702,6,0,0,4.7507885325800325,0.0,0,0,0,0.0680272108843537,1.9521003980515967
1,0.1449688616306854,7,0,2.501715277777776,0.5347222222222222,0.6068300276372461,0.7059490760907321,7.008270405320308,0,1,0.2198219821644703,2,0,1,4.537782031835942,4.9839785209472085,2,1,0,0.0698412698412698,1.913427332097516
1,0.1202318695898532,7,0,-3.134126627218913,0.5634451019066403,0.6577846903848047,0.6907470746814979,7.009366624280361,0,0,0.5547378541243649,7,0,0,4.6891660866839215,0.0,0,1,0,0.0787037037037037,1.983825429703024
0,0.1045087643856447,20,0,-4.096629871671648,0.5656622759907288,0.5280162924994332,0.6560008587073198,7.017070849646737,0,2,1.037045662477257,2,0,0,5.053146162659992,4.794537184071822,0,0,0,0.0799001248439451,1.7530825529269576
0,0.1367191687976677,10,0,2.891727050781244,0.6943359375,0.4358236464779052,0.5764061341189799,7.010461045811535,0,1,0.5824667469035418,5,1,0,4.598584617629517,9.589074368143644,2,1,0,0.0857699805068226,1.88548601133648
2,0.13429187687857,11,4,6.886357279999998,0.7616,0.4043121911971352,0.657905980532315,8.007933019530105,1,1,0.8597893971888562,5,2,1,5.101467880199452,14.366798301257695,2,1,0,0.0933333333333333,1.4932319245188317
2,0.102550758793377,12,4,3.103124271592088,0.8441727367325703,0.4059193708576809,0.5769386775490872,8.006019794330967,0,4,1.145519713907147,5,3,2,5.175734011895094,27.529617232593694,2,3,1,0.1252354048964218,1.4916843747513078
0,0.1997697726404449,4,0,-0.3781893860561923,0.6056191467221645,0.6559244791666667,0.930317222921914,7.0082716720457325,0,0,0.3535533905932737,5,0,0,3.380196712984578,0.0,0,0,0,0.0987654320987654,1.7235427689594356
0,0.1337887719007594,5,0,-1.2590396975425309,0.7389203948750261,0.5085603780352771,0.7441113669770223,7.008296364610508,0,0,1.115284643986551,10,2,1,4.702444021870142,4.794537184071822,3,2,1,0.0888888888888889,2.3756146906778217
2,0.2028721753618626,5,1,-2.7685524691357983,0.6751543209876544,0.5589059986210066,0.6685495304764721,8.001916996576183,0,2,0.4769678865942999,2,1,0,4.426733681937772,9.382819780310488,2,2,1,0.1003584229390681,1.8442011526832955
2,0.1209160500219698,12,3,2.4124300165289263,0.692892561983471,0.3988020176544767,0.5957266065154089,8.004009304194781,0,1,0.7147488158550096,11,1,3,5.163177895342841,24.334755343152118,5,2,1,0.0833333333333333,1.6308617304946669
0,0.2038695999083221,3,0,-1.2299999999999989,0.6468489892984544,0.49123052616843,0.64979997872457,7.009355765091536,0,0,0.4309122179452018,4,0,0,3.3914525464040963,0.0,0,1,0,0.0814814814814815,1.83789950239355
2,0.1453099265055056,12,4,9.161609451795831,0.8449905482041586,0.3633527564921243,0.6377968158040912,8.007931153842241,0,1,0.9343883567209734,6,2,2,5.0830258146115685,14.960361774530089,3,1,0,0.0997732426303855,1.5373445788398197
2,0.1245087299601011,9,2,4.843630903790085,0.8071636817992502,0.4651066799693158,0.5820195504628228,8.002962043558286,0,3,0.8838281224044185,5,2,1,4.981657803122274,8.78083009534964,2,2,1,0.1134259259259259,1.6900034693104815
1,0.1232086213772916,11,2,2.9739371900826472,0.6041490976555914,0.5021508654602678,0.5710140409506946,8.002970829483736,0,0,0.6761579954108219,4,0,0,5.07868337893693,13.575367279421464,2,2,0,0.0740740740740741,1.9092027021522529
2,0.1245087299601011,9,2,4.820323307291665,0.8125,0.4594942208170093,0.583711066156365,8.002962134705394,0,3,0.8838281224044185,5,2,1,4.938721875540868,8.78083009534964,2,2,1,0.1134259259259259,1.6840863095471683
3,0.1335914652963727,7,0,-1.564655401662049,0.566943674976916,0.5786406173042195,0.8334586352657007,7.0082731587911695,0,0,0.2471938745990654,7,0,0,4.21687012050764,0.0,1,0,0,0.0589569160997732,1.961226379440665
1,0.0981852006760097,9,0,2.4771393185505763,0.6387236343969716,0.6161581321177482,0.8111243249662752,7.008275401782491,0,1,0.3372672270190456,7,2,2,5.351803964075262,9.967957041894415,3,2,1,0.0649572649572649,2.215104608392085
1,0.0985871230050071,11,3,-0.2555342560553649,0.6444290657439447,0.5881920059264417,0.6739021295580501,8.007408282261562,0,0,1.1369484750808192,8,1,0,4.564255035393924,12.723012975625169,0,0,0,0.0711111111111111,1.8610264178007887
3,0.1608064788513447,6,0,-3.637086959999995,0.7844,0.5108750097324233,0.7349352692431418,7.008270688383522,0,1,0.5912011207047579,5,2,1,4.798562939644917,4.992404732635669,2,2,0,0.0898345153664303,2.141605253212396
2,0.1810674294756532,8,2,-2.389935427319209,0.9116143170197224,0.5681944057233346,0.6498298789730977,8.00293396635136,0,2,1.3010856436667242,3,2,0,4.391489514102183,17.19862707967857,1,2,0,0.1321321321321321,1.4608973844167297
1,0.100063814021746,11,3,-4.897182324169333,0.6392308989711587,0.4680484370177103,0.6003547398122527,8.007402229937165,0,0,0.9996480555633166,5,1,1,5.135964491166796,0.0,2,1,0,0.0796019900497512,1.8937399164233788
2,0.1484788655453319,10,1,-1.0984565599999991,0.6724000000000001,0.4446748659114367,0.6173452393004925,8.001920195168001,0,0,0.4948079526259055,8,0,2,5.021467880199452,9.374393568622027,3,1,0,0.0816326530612245,1.7262211092532849
0,0.1448198981889855,7,0,-0.0692318244170042,0.5377229080932785,0.5642497261774372,0.7127235052556232,7.00936385265988,0,0,0.2011844635310912,6,0,0,4.05583924361061,0.0,0,0,0,0.0777777777777778,1.7286388695389765
2,0.1376670323438615,14,6,9.495699999999998,0.8657844990548208,0.3939483108546614,0.6498252609867599,8.009597987046618,0,1,1.1472468757541212,6,2,2,5.1429146733542535,23.147628396607335,2,1,0,0.1025641025641026,1.0373040543377845
1,0.1407039870448719,8,0,3.3583888888889035,0.6464,0.6690935442677896,0.7573926199340415,7.014581640642879,0,2,0.6136634192232441,5,1,0,5.083270064350633,8.417796984328938,1,2,1,0.0709876543209876,2.2133547260126933
1,0.1062895755566381,5,0,-0.0662249433106692,0.5175107079868986,0.5285631909647658,0.5560788704656626,7.0093615717674895,0,0,0.4580580389176438,4,0,0,4.511843115286261,0.0,1,0,0,0.072562358276644,2.1572031550648783
0,0.1834961100976643,5,0,-0.3557409280190361,0.5175490779298036,0.6216323388770965,1.0915062342094737,4.005286134377624,0,0,0.2011844635310912,6,0,2,4.615933176409138,4.9839785209472085,2,0,0,0.0673400673400673,2.1210440287226
1,0.0926024553035931,10,2,-1.699573789044789,0.6238116794929833,0.5304208738624552,0.5783155197981323,8.002973705558697,0,2,0.745605405227679,6,1,0,5.135193341012085,8.78083009534964,2,2,1,0.075075075075075,2.0182450506922742
2,0.1445469082411448,9,0,2.058044731361931,0.6613910870470637,0.5716019417475727,0.6501259974343574,7.008272654183209,1,2,0.4978909578906802,4,1,1,5.257367497088128,4.9839785209472085,4,2,1,0.0888888888888889,1.9943132716049383
2,0.1715054699938818,5,0,-0.4915543388429747,0.7623966942148759,0.6096237731353125,1.17276183953834,4.005307501041835,0,1,0.3190355937288491,5,2,1,4.6978458230844105,0.0,2,2,0,0.0793650793650793,2.26445987654321
2,0.1201075322451969,11,1,-1.152825312174795,0.658688865764828,0.4512410865161743,0.6448446958298105,8.001921974879464,0,1,0.7147488158550096,9,1,2,5.401540463507997,14.960361774530089,5,3,1,0.0811287477954144,1.8205986766647635
0,0.1281594883697734,13,3,-5.72990323191517,0.6304759500063123,0.4362729248784503,0.6040406062021192,8.00795744490472,0,3,1.0020482956210683,4,1,0,5.0000883198728205,0.0,0,0,0,0.0923076923076923,1.4588399359217084
0,0.1097412180670928,7,0,-3.2846420767982547,0.5517847485127094,0.5909743339536148,0.6668118850589246,7.010456126692865,0,3,0.6221909092266529,2,0,0,4.674608255266802,0.0,0,0,0,0.0804597701149425,1.9466930796361663
1,0.1437404649149218,9,0,-0.3179311999999992,0.5375999999999999,0.5423443314132762,0.9979617124997824,4.005294743548909,0,0,0.2480056452854308,6,0,3,4.703465189601649,4.9839785209472085,3,1,0,0.0582010582010582,1.918934135382548
1,0.1105058965797769,10,2,-1.7577000264235625,0.5691636940150617,0.5299961230338891,0.6636144111206878,8.002971269559788,0,0,0.5948190167920578,8,0,0,5.178423168626374,8.78083009534964,0,0,0,0.0716845878136201,1.8956827408950112
2,0.152035636315714,9,0,0.8952954277953825,0.692621095518334,0.4823321649593182,0.8282694741250222,7.008271731250397,0,1,0.4267766952966369,5,1,3,5.08087262813529,9.967957041894415,3,1,0,0.0899470899470899,1.8583649848828416
2,0.1245087299601011,10,2,4.4431999999999965,0.8125,0.4451328137777993,0.5865362187077119,8.002962133980088,0,3,0.8838281224044185,5,2,2,5.095175521464347,18.74878713724405,2,2,1,0.1134259259259259,1.5257514312309286
3,0.1357975856470367,9,0,1.7523235207100565,0.6494082840236687,0.4359470429801599,0.6901431555895509,7.009360040489836,1,1,0.6663095860543014,4,1,2,5.1568885160932005,14.960361774530089,2,1,0,0.0938271604938272,1.8434219682819
1,0.2573565293578241,4,0,-0.5752719999999997,0.5663999999999999,0.6483897091215084,0.4921380376008197,3.5277649161289664,0,2,0.1642664266089148,0,0,0,3.753269689515109,0.0,2,2,1,0.0740740740740741,0.0
2,0.123476545606082,10,3,-1.0755093749999998,0.7356770833333334,0.4050122539331173,0.5936015935460246,8.005284990632326,1,3,0.8041292786532587,5,1,1,5.03778203183594,18.163649875660127,2,3,1,0.0921985815602837,1.2644593481714694
1,0.0832182135331408,24,0,-13.874155006858704,0.6203566529492456,0.5539319606116051,0.7353787346337248,7.0191559413856925,0,4,1.4343229114755036,1,0,0,4.948138931677034,4.794537184071822,0,0,0,0.0942028985507247,1.7126917229876129
2,0.1084381590504189,10,2,1.526311222222226,0.7100000000000002,0.5066943145742184,0.6209102849107668,8.0029619422962,0,3,0.6244637527631023,5,2,2,5.156564762130953,18.74878713724405,3,3,1,0.0982905982905983,1.6260820728509289
2,0.1450005637197892,8,1,3.6643,0.7036862003780718,0.4259709742391774,0.5870562939866258,8.001920251008038,1,1,0.5910431219055516,6,1,1,4.906032130914259,14.3667983012577,3,1,1,0.0945626477541371,1.9165587415741083
2,0.1435972614679205,13,6,5.5822040805785065,0.8899793388429752,0.3608150191098434,0.6352966077767682,8.009253688060793,0,1,1.0551791686195715,7,2,1,4.936260027531527,23.147628396607335,2,1,0,0.1002178649237473,0.9941038380990792
2,0.1223251563288436,12,4,-1.0099915799004069,0.7505658669081032,0.4352650356778797,0.6313989119992276,8.006060428877971,1,2,0.9249200905518568,6,1,2,5.299269702741468,32.52202196522937,2,2,1,0.0918367346938775,1.1403476260925756
3,0.1775351209294536,7,0,0.6036072314049601,0.5552685950413225,0.6271030734200063,1.1193567489334308,5.01327072844539,0,0,0.1666666666666666,5,0,0,4.168659175012952,5.425791397110385,0,0,0,0.0849673202614379,1.898548490383808
3,0.1612249488480933,6,1,2.099168530636515,0.7328970850684117,0.4253438868823483,0.5949226574872905,8.001918973773492,0,2,0.8392067659901886,4,1,1,4.665734249091245,9.382819780310488,2,2,0,0.097953216374269,1.8914814814814809
2,0.1344970946833929,10,1,0.2034163265306147,0.7732426303854875,0.5330623306233062,0.6332007680664229,8.001867650176191,0,2,0.5860846429908417,6,1,1,4.9457724822510585,14.3667983012577,2,2,1,0.0972222222222222,1.5935185797570055
